Geneid,ProteinID,TranscriptID
gene_5692,3004269,3004753
gene_5695,3004280,3004764
gene_5696,3004292,3004776
gene_5697,3004295,3004779
gene_5698,3004296,3004780
gene_5702,3004314,3004798
gene_5703,3004332,3004816
gene_5704,3004345,3004829
gene_5706,3004351,3004835
gene_5707,3004370,3004854
gene_5710,3004396,3004880
gene_5715,3004454,3004938
gene_5716,3004467,3004951
gene_5717,3004492,3004976
gene_5718,3004501,3004985
gene_5725,3004574,3005058
gene_5726,3004597,3005081
gene_5727,3004607,3005091
gene_5730,3004660,3005144
gene_5731,3004669,3005153
gene_5732,3004703,3005187
gene_5733,3004717,3005201
gene_5734,3004722,3005206
gene_5737,3004745,3005229
gene_5738,3004748,3005232
gene_5739,3004760,3005244
gene_5741,3004771,3005255
gene_5742,3004775,3005259
gene_5743,3004783,3005267
gene_5746,3004813,3005297
gene_5747,3004818,3005302
gene_5748,3004826,3005310
gene_5749,3004837,3005321
gene_5750,3004838,3005322
gene_5751,3004859,3005343
gene_5753,3004875,3005359
gene_5757,3004915,3005399
gene_5758,3005084,3005568
gene_5759,3005106,3005590
gene_5760,3005115,3005599
gene_5764,3005131,3005615
gene_5766,3005137,3005621
gene_5767,3005180,3005664
gene_5768,3005187,3005671
gene_5769,3005190,3005674
gene_5770,3005215,3005699
gene_5772,3005239,3005723
gene_5775,3005244,3005728
gene_5776,3005260,3005744
gene_5784,3005287,3005771
gene_5785,3005302,3005786
gene_5786,3005316,3005800
gene_5787,3005326,3005810
gene_5790,3005334,3005818
gene_5791,3005339,3005823
gene_5792,3005346,3005830
gene_5793,3005348,3005832
gene_5795,3005360,3005844
gene_5796,3005380,3005864
gene_5797,3005399,3005883
gene_5798,3005400,3005884
gene_5799,3005414,3005898
gene_5801,3005427,3005911
gene_5802,3005432,3005916
gene_5803,3005446,3005930
gene_5805,3005450,3005934
gene_5806,3005470,3005954
gene_5810,3005484,3005968
gene_5812,3005491,3005975
gene_5814,3005509,3005993
gene_5815,3005516,3006000
gene_5816,3005526,3006010
gene_5817,3005534,3006018
gene_5818,3005550,3006034
gene_5821,3005568,3006052
gene_5823,3005592,3006076
gene_5825,3005618,3006102
gene_5829,3005682,3006166
gene_5830,3005696,3006180
gene_5832,3005737,3006221
gene_5833,3005747,3006231
gene_5834,3005771,3006255
gene_5837,3005802,3006286
gene_5841,3005873,3006357
gene_5842,3005905,3006389
gene_5843,3005920,3006404
gene_5844,3005954,3006438
gene_5848,3005992,3006476
gene_5850,3006002,3006486
gene_5851,3006031,3006515
gene_5853,3006103,3006587
gene_5854,3006110,3006594
gene_5858,3006139,3006623
gene_5861,3006215,3006699
gene_5862,3006229,3006713
gene_5864,3006271,3006755
gene_5869,3006288,3006772
gene_5875,3006314,3006798
gene_5876,3006320,3006804
gene_5877,3006325,3006809
gene_5878,3006331,3006815
gene_5879,3006338,3006822
gene_5880,3006347,3006831
gene_5884,3006396,3006880
gene_5885,3006438,3006922
gene_5889,3006450,3006934
gene_5890,3006502,3006986
gene_5891,3006518,3007002
gene_5892,3006520,3007004
gene_5893,3006530,3007014
gene_5894,3006551,3007035
gene_5896,3006609,3007093
gene_5898,3006619,3007103
gene_5900,3006635,3007119
gene_5903,3006652,3007136
gene_5905,3006680,3007164
gene_5906,3006687,3007171
gene_5907,3006699,3007183
gene_5908,3006703,3007187
gene_5909,3006720,3007204
gene_5910,3006721,3007205
gene_5911,3006738,3007222
gene_5912,3006776,3007260
gene_5913,3006785,3007269
gene_5914,3006810,3007294
gene_5915,3006826,3007310
gene_5916,3006834,3007318
gene_5918,3006845,3007329
gene_5919,3006859,3007343
gene_5920,3006863,3007347
gene_5921,3006873,3007357
gene_5925,3006900,3007384
gene_5928,3006920,3007404
gene_5929,3006942,3007426
gene_5930,3006961,3007445
gene_5931,3006967,3007451
gene_5932,3006994,3007478
gene_5933,3007013,3007497
gene_5934,3007063,3007547
gene_5935,3007112,3007596
gene_5937,3007140,3007624
gene_5938,3007147,3007631
gene_5940,3007167,3007651
gene_5942,3007175,3007659
gene_5943,3007181,3007665
gene_5946,3007199,3007683
gene_5949,3007222,3007706
gene_5954,3007284,3007768
gene_5961,3007346,3007830
gene_5962,3007353,3007837
gene_5965,3007381,3007865
gene_5967,3007397,3007881
gene_5968,3007403,3007887
gene_5970,3007428,3007912
gene_5971,3007450,3007934
gene_5973,3007521,3008005
gene_5974,3007578,3008062
gene_5975,3007588,3008072
gene_5976,3007608,3008092
gene_5977,3007627,3008111
gene_5979,3007640,3008124
gene_5980,3007643,3008127
gene_5981,3007652,3008136
gene_5982,3007654,3008138
gene_5983,3007674,3008158
gene_5984,3007699,3008183
gene_5985,3007703,3008187
gene_5987,3007712,3008196
gene_5988,3007729,3008213
gene_5989,3007739,3008223
gene_5990,3007750,3008234
gene_5991,3007765,3008249
gene_5992,3007770,3008254
gene_5994,3007810,3008294
gene_5995,3007836,3008320
gene_5997,3007869,3008353
gene_5998,3007872,3008356
gene_5999,3007880,3008364
gene_6000,3007898,3008382
gene_6004,3007912,3008396
gene_6005,3007913,3008397
gene_6006,3007925,3008409
gene_6007,3007935,3008419
gene_6008,3007954,3008438
gene_6009,3007958,3008442
gene_6010,3007963,3008447
gene_6011,3007967,3008451
gene_6013,3008015,3008499
gene_6014,3008036,3008520
gene_6015,3008040,3008524
gene_6016,3008059,3008543
gene_6018,3008085,3008569
gene_6021,3008126,3008610
gene_6022,3008148,3008632
gene_6025,3008175,3008659
gene_6027,3008180,3008664
gene_6029,3008215,3008699
gene_6032,3008239,3008723
gene_6033,3008240,3008724
gene_6035,3008258,3008742
gene_6036,3008266,3008750
gene_6037,3008284,3008768
gene_6038,3008304,3008788
gene_6040,3008321,3008805
gene_6042,3008339,3008823
gene_6043,3008351,3008835
gene_6045,3008369,3008853
gene_6047,3008392,3008876
gene_6049,3008418,3008902
gene_6050,3008426,3008910
gene_6051,3008432,3008916
gene_6052,3008451,3008935
gene_6055,3008478,3008962
gene_6056,3008500,3008984
gene_6057,3008524,3009008
gene_6061,3008590,3009074
gene_6063,3008612,3009096
gene_6064,3008626,3009110
gene_6065,3008630,3009114
gene_6067,3008640,3009124
gene_6068,3008648,3009132
gene_6069,3008666,3009150
gene_6070,3008669,3009153
gene_6071,3008675,3009159
gene_6072,3008697,3009181
gene_6074,3008759,3009243
gene_6075,3008774,3009258
gene_6076,3008775,3009259
gene_6077,3008788,3009272
gene_6078,3008798,3009282
gene_6080,3008810,3009294
gene_6081,3008839,3009323
gene_6084,3008886,3009370
gene_6085,3008894,3009378
gene_6086,3008915,3009399
gene_6087,3008959,3009443
gene_6088,3008981,3009465
gene_6089,3008997,3009481
gene_6091,3009020,3009504
gene_6092,3009049,3009533
gene_6093,3009052,3009536
gene_6095,3009088,3009572
gene_6097,3009110,3009594
gene_6098,3009139,3009623
gene_6099,3009144,3009628
gene_6100,3009154,3009638
gene_6101,3009168,3009652
gene_6102,3009180,3009664
gene_6103,3009190,3009674
gene_6104,3009207,3009691
gene_6105,3009218,3009702
gene_6106,3009252,3009736
gene_6108,3009291,3009775
gene_6110,3009322,3009806
gene_6111,3009327,3009811
gene_6112,3009328,3009812
gene_6113,3009332,3009816
gene_6114,3009348,3009832
gene_6115,3009369,3009853
gene_6116,3009386,3009870
gene_6117,3009395,3009879
gene_6118,3009400,3009884
gene_6119,3009404,3009888
gene_6121,3009426,3009910
gene_6123,3009440,3009924
gene_6124,3009458,3009942
gene_6125,3009463,3009947
gene_6126,3009468,3009952
gene_6127,3009480,3009964
gene_6129,3009517,3010001
gene_6130,3009522,3010006
gene_6131,3009539,3010023
gene_6132,3009571,3010055
gene_6133,3009574,3010058
gene_6135,3009591,3010075
gene_6136,3009598,3010082
gene_6137,3009604,3010088
gene_6142,3009634,3010118
gene_6144,3009671,3010155
gene_6146,3009688,3010172
gene_6147,3009707,3010191
gene_6148,3009719,3010203
gene_6149,3009729,3010213
gene_6150,3009738,3010222
gene_6152,3009757,3010241
gene_6153,3009771,3010255
gene_6155,3009806,3010290
gene_6156,3009819,3010303
gene_6158,3009871,3010355
gene_6160,3009877,3010361
gene_6161,3009885,3010369
gene_6162,3009899,3010383
gene_6164,3009916,3010400
gene_6165,3009921,3010405
gene_6166,3009936,3010420
gene_6167,3009939,3010423
gene_6168,3009957,3010441
gene_6169,3009985,3010469
gene_6171,3010005,3010489
gene_6172,3010011,3010495
gene_6173,3010034,3010518
gene_6174,3010055,3010539
gene_6175,3010058,3010542
gene_6176,3010074,3010558
gene_6177,3010079,3010563
gene_6178,3010085,3010569
gene_6181,3010093,3010577
gene_6182,3010107,3010591
gene_6183,3010112,3010596
gene_6185,3010149,3010633
gene_6188,3010167,3010651
gene_6189,3010184,3010668
gene_6190,3010204,3010688
gene_6191,3010211,3010695
gene_6193,3010249,3010733
gene_6194,3010254,3010738
gene_6195,3010268,3010752
gene_6196,3010278,3010762
gene_6197,3010304,3010788
gene_6198,3010311,3010795
gene_6199,3010314,3010798
gene_6203,3010357,3010841
gene_6204,3010371,3010855
gene_6205,3010384,3010868
gene_6206,3010396,3010880
gene_6209,3010423,3010907
gene_6210,3010444,3010928
gene_6213,3010462,3010946
gene_6214,3010468,3010952
gene_6215,3010513,3010997
gene_6217,3010520,3011004
gene_6218,3010524,3011008
gene_6220,3010536,3011020
gene_6221,3010562,3011046
gene_6222,3010586,3011070
gene_6223,3010604,3011088
gene_6225,3010614,3011098
gene_6227,3010642,3011126
gene_6229,3010692,3011176
gene_6232,3010732,3011216
gene_6233,3010740,3011224
gene_6234,3010753,3011237
gene_6235,3010761,3011245
gene_6238,3010792,3011276
gene_6239,3010805,3011289
gene_6241,3010818,3011302
gene_6242,3010854,3011338
gene_6243,3010860,3011344
gene_6244,3010861,3011345
gene_6245,3010872,3011356
gene_6246,3010879,3011363
gene_6248,3010908,3011392
gene_6249,3010931,3011415
gene_6250,3010938,3011422
gene_6251,3010946,3011430
gene_6253,3010958,3011442
gene_6254,3010967,3011451
gene_6256,3010983,3011467
gene_6257,3010991,3011475
gene_6260,3011019,3011503
gene_6261,3011029,3011513
gene_6262,3011036,3011520
gene_6263,3011050,3011534
gene_6264,3011056,3011540
gene_6266,3011068,3011552
gene_6269,3011082,3011566
gene_6270,3011094,3011578
gene_6271,3011114,3011598
gene_6272,3011119,3011603
gene_6273,3011135,3011619
gene_6274,3011146,3011630
gene_6275,3011158,3011642
gene_6276,3011166,3011650
gene_6277,3011175,3011659
gene_6280,3011193,3011677
gene_6285,3011223,3011707
gene_6301,3011259,3011743
gene_6302,3011268,3011752
gene_6303,3011296,3011780
gene_6304,3011304,3011788
gene_6308,3011328,3011812
gene_6309,3011343,3011827
gene_6311,3011355,3011839
gene_6312,3011374,3011858
gene_6313,3011431,3011915
gene_6319,3011472,3011956
gene_6320,3011478,3011962
gene_6322,3011482,3011966
gene_6323,3011486,3011970
gene_6325,3011548,3012032
gene_6326,3011563,3012047
gene_6327,3011565,3012049
gene_6328,3011590,3012074
gene_6329,3011613,3012097
gene_6330,3011623,3012107
gene_6332,3011637,3012121
gene_6335,3011647,3012131
gene_6336,3011658,3012142
gene_6337,3011692,3012176
gene_6338,3011697,3012181
gene_6339,3011718,3012202
gene_6340,3011720,3012204
gene_6343,3011771,3012255
gene_6344,3011781,3012265
gene_6345,3011815,3012299
gene_6346,3011819,3012303
gene_6347,3011833,3012317
gene_6352,3011868,3012352
gene_6353,3011899,3012383
gene_6354,3011906,3012390
gene_6356,3011934,3012418
gene_6357,3011964,3012448
gene_6358,3011977,3012461
gene_6359,3012006,3012490
gene_6360,3012010,3012494
gene_6361,3012059,3012543
gene_6362,3012067,3012551
gene_6363,3012081,3012565
gene_6364,3012089,3012573
gene_6367,3012106,3012590
gene_6368,3012128,3012612
gene_6369,3012141,3012625
gene_6370,3012160,3012644
gene_6371,3012163,3012647
gene_6374,3012178,3012662
gene_6375,3012186,3012670
gene_6376,3012201,3012685
gene_6377,3012210,3012694
gene_6380,3012224,3012708
gene_6383,3012235,3012719
gene_6386,3012258,3012742
gene_6389,3012281,3012765
gene_6390,3012289,3012773
gene_6391,3012295,3012779
gene_6392,3012298,3012782
gene_6393,3012301,3012785
gene_6394,3012329,3012813
gene_6395,3012360,3012844
gene_6396,3012367,3012851
gene_6397,3012381,3012865
gene_6398,3012388,3012872
gene_6399,3012396,3012880
gene_6400,3012399,3012883
gene_6401,3012416,3012900
gene_6402,3012434,3012918
gene_6404,3012474,3012958
gene_6407,3012512,3012996
gene_6408,3012516,3013000
gene_6411,3012523,3013007
gene_6414,3012551,3013035
gene_6416,3012584,3013068
gene_6417,3012622,3013106
gene_6420,3012646,3013130
gene_6421,3012659,3013143
gene_6423,3012671,3013155
gene_6425,3012685,3013169
gene_6429,3012707,3013191
gene_6431,3012720,3013204
gene_6433,3012746,3013230
gene_6435,3012761,3013245
gene_6438,3012787,3013271
gene_6441,3012799,3013283
gene_6442,3012802,3013286
gene_6444,3012821,3013305
gene_6446,3012855,3013339
gene_6447,3012880,3013364
gene_6448,3012895,3013379
gene_6449,3012904,3013388
gene_6450,3012914,3013398
gene_6451,3012925,3013409
gene_6452,3012939,3013423
gene_6453,3012949,3013433
gene_6455,3012956,3013440
gene_6461,3012989,3013473
gene_6462,3012999,3013483
gene_6464,3013006,3013490
gene_6465,3013015,3013499
gene_6466,3013024,3013508
gene_6467,3013035,3013519
gene_6468,3013060,3013544
gene_6469,3013067,3013551
gene_6471,3013096,3013580
gene_6473,3013141,3013625
gene_6474,3013150,3013634
gene_6475,3013177,3013661
gene_6476,3013183,3013667
gene_6479,3013214,3013698
gene_6481,3013218,3013702
gene_6483,3013249,3013733
gene_6484,3013261,3013745
gene_6487,3013294,3013778
gene_6489,3013307,3013791
gene_6490,3013315,3013799
gene_6491,3013338,3013822
gene_6493,3013347,3013831
gene_6495,3013385,3013869
gene_6496,3013394,3013878
gene_6505,3013433,3013917
gene_6513,3013478,3013962
gene_6514,3013490,3013974
gene_6515,3013493,3013977
gene_6520,3013515,3013999
gene_6523,3013530,3014014
gene_6524,3013537,3014021
gene_6525,3013540,3014024
gene_6526,3013545,3014029
gene_6527,3013586,3014070
gene_6528,3013602,3014086
gene_6530,3013662,3014146
gene_6531,3013690,3014174
gene_6532,3013704,3014188
gene_6533,3013710,3014194
gene_6534,3013719,3014203
gene_6535,3013737,3014221
gene_6537,3013753,3014237
gene_6538,3013797,3014281
gene_6539,3013805,3014289
gene_6540,3013812,3014296
gene_6541,3013819,3014303
gene_6542,3013833,3014317
gene_6543,3013839,3014323
gene_6544,3013850,3014334
gene_6545,3013859,3014343
gene_6546,3013870,3014354
gene_6547,3013875,3014359
gene_6548,3013894,3014378
gene_6549,3013906,3014390
gene_6551,3013926,3014410
gene_6552,3013933,3014417
gene_6553,3013945,3014429
gene_6554,3013953,3014437
gene_6555,3013986,3014470
gene_6557,3013994,3014478
gene_6558,3014011,3014495
gene_6559,3014016,3014500
gene_6560,3014093,3014577
gene_6561,3014130,3014614
gene_6562,3014154,3014638
gene_6564,3014176,3014660
gene_6565,3014181,3014665
gene_6566,3014189,3014673
gene_6567,3014203,3014687
gene_6568,3014212,3014696
gene_6569,3014225,3014709
gene_6570,3014235,3014719
gene_6571,3014247,3014731
gene_6572,3014266,3014750
gene_6573,3014290,3014774
gene_6576,3014320,3014804
gene_6577,3014328,3014812
gene_6578,3014350,3014834
gene_6579,3014361,3014845
gene_6580,3014382,3014866
gene_6581,3014387,3014871
gene_6582,3014391,3014875
gene_6583,3014397,3014881
gene_6585,3014410,3014894
gene_6586,3014418,3014902
gene_6587,3014431,3014915
gene_6588,3014453,3014937
gene_6589,3014514,3014998
gene_5498,3136095,3136579
gene_5508,3136101,3136585
gene_5547,3136142,3136626
gene_5555,3136153,3136637
gene_5631,3136217,3136701
gene_5644,3136235,3136719
gene_5652,3136238,3136722
gene_5693,3136273,3136757
gene_5699,3136277,3136761
gene_5788,3136369,3136853
gene_5972,3136543,3137027
gene_6001,3136566,3137050
gene_6048,3136609,3137093
gene_6053,3136614,3137098
gene_6073,3136633,3137117
gene_6128,3136678,3137162
gene_6141,3136687,3137171
gene_6187,3136728,3137212
gene_6255,3136785,3137269
gene_6290,3136810,3137294
gene_6410,3136929,3137413
gene_6430,3136943,3137427
gene_6507,3137026,3137510
gene_6518,3137037,3137521
gene_6574,3137083,3137567
gene_5606,3148660,3149144
gene_5729,3148729,3149213
gene_5752,3148746,3149230
gene_5773,3148761,3149245
gene_5813,3148787,3149271
gene_5897,3148846,3149330
gene_5955,3148886,3149370
gene_6046,3148955,3149439
gene_6122,3149020,3149504
gene_6143,3149036,3149520
gene_6151,3149044,3149528
gene_6317,3149164,3149648
gene_6478,3149279,3149763
gene_6509,3149295,3149779
gene_6519,3149299,3149783
gene_5509,3158711,3159195
gene_5554,3158746,3159230
gene_5618,3158783,3159267
gene_5621,3158784,3159268
gene_5634,3158794,3159278
gene_5636,3158795,3159279
gene_5668,3158808,3159292
gene_5683,3158818,3159302
gene_5686,3158822,3159306
gene_5691,3158824,3159308
gene_5701,3158828,3159312
gene_5740,3158859,3159343
gene_5754,3158869,3159353
gene_5809,3158918,3159402
gene_5827,3158933,3159417
gene_5887,3158979,3159463
gene_5902,3158993,3159477
gene_5947,3159024,3159508
gene_5953,3159027,3159511
gene_5958,3159032,3159516
gene_5959,3159033,3159517
gene_5969,3159041,3159525
gene_5996,3159067,3159551
gene_6062,3159118,3159602
gene_6107,3159147,3159631
gene_6216,3159214,3159698
gene_6267,3159248,3159732
gene_6279,3159255,3159739
gene_6305,3159274,3159758
gene_6321,3159284,3159768
gene_6366,3159320,3159804
gene_6373,3159324,3159808
gene_6382,3159329,3159813
gene_6457,3159381,3159865
gene_6470,3159392,3159876
gene_6472,3159394,3159878
gene_6480,3159399,3159883
gene_6482,3159401,3159885
gene_6485,3159404,3159888
gene_6501,3159417,3159901
gene_6516,3159428,3159912
gene_5608,3168352,3168836
gene_5663,3168380,3168864
gene_5694,3168397,3168881
gene_5721,3168414,3168898
gene_5744,3168429,3168913
gene_5779,3168454,3168938
gene_5859,3168497,3168981
gene_5917,3168536,3169020
gene_6120,3168679,3169163
gene_6268,3168786,3169270
gene_5642,3176983,3177467
gene_5676,3176997,3177481
gene_5677,3176998,3177482
gene_5765,3177062,3177546
gene_5849,3177127,3177611
gene_5857,3177132,3177616
gene_5945,3177193,3177677
gene_6023,3177253,3177737
gene_6186,3177357,3177841
gene_6413,3177501,3177985
gene_6463,3177530,3178014
gene_5605,3229344,3229828
gene_5607,3229346,3229830
gene_5611,3229379,3229863
gene_5612,3229381,3229865
gene_5645,3229461,3229945
gene_5664,3229469,3229953
gene_5712,3229611,3230095
gene_5778,3229766,3230250
gene_5782,3229770,3230254
gene_5863,3229945,3230429
gene_5867,3229956,3230440
gene_5870,3229959,3230443
gene_5871,3229971,3230455
gene_5888,3230032,3230516
gene_5939,3230239,3230723
gene_5941,3230246,3230730
gene_5986,3230394,3230878
gene_6012,3230490,3230974
gene_6044,3230513,3230997
gene_6066,3230549,3231033
gene_6278,3231010,3231494
gene_6286,3231041,3231525
gene_6291,3231054,3231538
gene_6295,3231058,3231542
gene_6298,3231066,3231550
gene_6307,3231091,3231575
gene_6316,3231106,3231590
gene_6365,3231222,3231706
gene_6384,3231254,3231738
gene_6418,3231320,3231804
gene_6419,3231326,3231810
gene_6426,3231338,3231822
gene_6432,3231353,3231837
gene_6436,3231369,3231853
gene_6458,3231458,3231942
gene_6498,3231566,3232050
gene_6504,3231596,3232080
gene_6556,3231719,3232203
gene_14109,2361025,2361509
gene_14111,2361067,2361551
gene_14118,2361267,2361751
gene_14112,2907910,2908394
gene_14108,3130631,3131115
gene_14110,3130646,3131130
gene_14113,3130669,3131153
gene_14114,3130679,3131163
gene_14115,3130687,3131171
gene_14116,3130695,3131179
gene_14117,3130698,3131182
gene_14132,2361379,2361863
gene_14137,2854506,2854990
gene_14138,2907914,2908398
gene_14139,2907916,2908400
gene_14135,2932507,2932991
gene_14136,2966477,2966961
gene_14130,3130704,3131188
gene_14131,3130717,3131201
gene_14134,3130742,3131226
gene_1726,2361855,2362339
gene_1734,2362204,2362688
gene_1737,2362361,2362845
gene_1749,2362728,2363212
gene_1748,2362741,2363225
gene_1757,2363216,2363700
gene_1765,2363480,2363964
gene_1770,2363681,2364165
gene_1772,2363872,2364356
gene_1782,2364277,2364761
gene_1784,2364286,2364770
gene_1802,2365012,2365496
gene_1806,2365042,2365526
gene_1811,2365199,2365683
gene_1828,2366094,2366578
gene_1830,2366367,2366851
gene_1831,2366471,2366955
gene_1833,2366603,2367087
gene_1839,2366806,2367290
gene_1842,2366886,2367370
gene_1857,2367672,2368156
gene_1882,2368779,2369263
gene_1892,2369088,2369572
gene_1891,2369090,2369574
gene_1905,2369666,2370150
gene_1926,2370703,2371187
gene_1942,2371529,2372013
gene_1956,2372209,2372693
gene_1961,2372286,2372770
gene_1964,2372447,2372931
gene_1977,2373032,2373516
gene_1981,2373154,2373638
gene_1998,2373955,2374439
gene_2015,2374561,2375045
gene_2025,2374780,2375264
gene_2117,2379360,2379844
gene_2132,2379911,2380395
gene_2156,2380713,2381197
gene_2157,2380720,2381204
gene_2158,2381254,2381738
gene_2179,2382199,2382683
gene_2181,2382357,2382841
gene_2182,2382638,2383122
gene_2204,2383880,2384364
gene_2207,2384015,2384499
gene_2229,2384869,2385353
gene_2233,2385175,2385659
gene_2276,2386700,2387184
gene_2270,2387385,2387869
gene_2281,2387399,2387883
gene_2289,2388028,2388512
gene_2303,2388624,2389108
gene_2309,2388759,2389243
gene_2329,2390019,2390503
gene_2334,2390255,2390739
gene_2338,2390457,2390941
gene_2343,2390487,2390971
gene_2347,2390590,2391074
gene_2363,2391658,2392142
gene_2373,2391871,2392355
gene_2381,2392146,2392630
gene_2378,2392274,2392758
gene_2427,2394741,2395225
gene_2432,2395183,2395667
gene_2439,2395208,2395692
gene_2438,2395234,2395718
gene_2440,2395529,2396013
gene_2477,2397241,2397725
gene_2479,2397320,2397804
gene_2478,2397395,2397879
gene_2480,2397468,2397952
gene_2487,2397761,2398245
gene_2486,2397819,2398303
gene_2488,2397825,2398309
gene_2490,2397987,2398471
gene_2495,2398064,2398548
gene_2502,2398198,2398682
gene_2509,2398372,2398856
gene_2504,2398493,2398977
gene_2515,2398817,2399301
gene_2520,2399173,2399657
gene_2524,2399375,2399859
gene_2531,2399621,2400105
gene_2545,2400167,2400651
gene_2546,2400194,2400678
gene_2568,2401582,2402066
gene_2573,2401866,2402350
gene_2570,2401881,2402365
gene_2594,2402824,2403308
gene_2610,2404023,2404507
gene_2622,2404601,2405085
gene_2640,2405893,2406377
gene_2647,2406052,2406536
gene_2658,2407090,2407574
gene_2701,2407955,2408439
gene_2706,2408282,2408766
gene_2709,2408362,2408846
gene_2720,2408920,2409404
gene_2721,2408980,2409464
gene_2725,2409170,2409654
gene_2734,2409877,2410361
gene_2733,2409922,2410406
gene_2740,2410877,2411361
gene_2741,2411000,2411484
gene_2753,2411116,2411600
gene_2755,2411714,2412198
gene_2756,2411753,2412237
gene_2759,2411809,2412293
gene_2764,2412010,2412494
gene_2769,2412333,2412817
gene_2770,2412423,2412907
gene_2774,2412611,2413095
gene_2784,2412999,2413483
gene_2801,2413862,2414346
gene_2802,2413872,2414356
gene_2807,2414128,2414612
gene_2814,2414344,2414828
gene_2813,2414392,2414876
gene_2819,2414506,2414990
gene_2840,2415605,2416089
gene_2844,2415966,2416450
gene_2856,2416642,2417126
gene_2864,2416903,2417387
gene_2868,2417020,2417504
gene_2888,2417898,2418382
gene_2904,2419041,2419525
gene_2906,2419169,2419653
gene_2917,2419586,2420070
gene_2922,2419694,2420178
gene_2944,2420780,2421264
gene_2949,2421248,2421732
gene_2972,2422585,2423069
gene_2986,2423017,2423501
gene_2988,2423100,2423584
gene_3004,2423945,2424429
gene_3016,2424127,2424611
gene_3013,2424195,2424679
gene_3015,2424282,2424766
gene_3020,2424364,2424848
gene_3024,2424550,2425034
gene_3035,2425440,2425924
gene_1715,2854742,2855226
gene_3040,2862918,2863402
gene_3036,2867238,2867722
gene_2208,2889474,2889958
gene_2919,2889476,2889960
gene_2678,2889525,2890009
gene_2860,2889576,2890060
gene_2875,2889652,2890136
gene_2985,2889760,2890244
gene_3018,2889908,2890392
gene_2332,2889910,2890394
gene_2969,2889947,2890431
gene_2308,2890001,2890485
gene_1870,2890098,2890582
gene_1712,2890115,2890599
gene_2909,2890118,2890602
gene_2176,2890171,2890655
gene_1919,2890224,2890708
gene_2832,2890225,2890709
gene_2727,2890245,2890729
gene_3041,2890259,2890743
gene_2128,2890327,2890811
gene_2989,2890344,2890828
gene_2751,2890353,2890837
gene_3037,2890397,2890881
gene_2978,2890410,2890894
gene_3038,2890415,2890899
gene_1713,2890461,2890945
gene_2804,2890475,2890959
gene_1711,2890476,2890960
gene_2005,2890498,2890982
gene_2951,2890856,2891340
gene_2699,2890882,2891366
gene_3039,2890954,2891438
gene_2918,2891055,2891539
gene_1727,2891100,2891584
gene_2936,2891134,2891618
gene_2912,2891180,2891664
gene_2890,2891200,2891684
gene_1743,2891299,2891783
gene_2314,2891322,2891806
gene_2971,2891384,2891868
gene_2881,2891392,2891876
gene_2901,2891403,2891887
gene_2882,2891428,2891912
gene_1723,2891439,2891923
gene_1795,2915301,2915785
gene_1936,2915465,2915949
gene_1979,2915522,2916006
gene_2027,2915589,2916073
gene_2142,2915766,2916250
gene_2187,2915825,2916309
gene_2197,2915855,2916339
gene_2218,2915892,2916376
gene_2301,2916008,2916492
gene_2451,2916198,2916682
gene_2576,2916319,2916803
gene_2581,2916323,2916807
gene_2736,2916590,2917074
gene_2757,2916625,2917109
gene_2837,2916763,2917247
gene_2848,2916790,2917274
gene_2871,2916839,2917323
gene_2942,2917002,2917486
gene_2979,2917071,2917555
gene_1725,2939732,2940216
gene_1800,2939850,2940334
gene_1881,2939933,2940417
gene_2071,2940198,2940682
gene_2196,2940398,2940882
gene_2202,2940415,2940899
gene_2219,2940443,2940927
gene_2227,2940457,2940941
gene_2236,2940466,2940950
gene_2306,2940567,2941051
gene_2310,2940576,2941060
gene_2455,2940748,2941232
gene_2618,2940943,2941427
gene_2632,2940958,2941442
gene_2674,2941028,2941512
gene_2758,2941173,2941657
gene_2811,2941269,2941753
gene_2817,2941274,2941758
gene_2820,2941280,2941764
gene_2863,2941367,2941851
gene_2998,2941661,2942145
gene_1716,2959734,2960218
gene_1863,2959834,2960318
gene_1980,2959911,2960395
gene_2010,2959932,2960416
gene_2284,2960117,2960601
gene_2399,2960196,2960680
gene_2675,2960374,2960858
gene_2730,2960416,2960900
gene_2806,2960471,2960955
gene_2829,2960486,2960970
gene_2925,2960554,2961038
gene_2974,2960586,2961070
gene_1719,3014536,3015020
gene_1720,3014577,3015061
gene_1729,3014650,3015134
gene_1730,3014660,3015144
gene_1731,3014669,3015153
gene_1732,3014678,3015162
gene_1735,3014695,3015179
gene_1738,3014714,3015198
gene_1739,3014724,3015208
gene_1740,3014731,3015215
gene_1741,3014736,3015220
gene_1742,3014746,3015230
gene_1744,3014804,3015288
gene_1746,3014820,3015304
gene_1747,3014830,3015314
gene_1750,3014840,3015324
gene_1751,3014857,3015341
gene_1753,3014880,3015364
gene_1755,3014897,3015381
gene_1756,3014901,3015385
gene_1758,3014906,3015390
gene_1760,3014924,3015408
gene_1761,3014931,3015415
gene_1762,3014941,3015425
gene_1763,3014957,3015441
gene_1764,3014963,3015447
gene_1766,3014979,3015463
gene_1767,3015003,3015487
gene_1768,3015018,3015502
gene_1769,3015057,3015541
gene_1771,3015083,3015567
gene_1773,3015097,3015581
gene_1774,3015112,3015596
gene_1775,3015129,3015613
gene_1776,3015136,3015620
gene_1777,3015175,3015659
gene_1778,3015181,3015665
gene_1779,3015195,3015679
