Geneid,ProteinID,TranscriptID
gene_8911,3181876,3182360
gene_9121,3182020,3182504
gene_9149,3182036,3182520
gene_9207,3182082,3182566
gene_9301,3182151,3182635
gene_9332,3182171,3182655
gene_9354,3182190,3182674
gene_9367,3182199,3182683
gene_9392,3182219,3182703
gene_9420,3182238,3182722
gene_9511,3182303,3182787
gene_8715,3218334,3218818
gene_8716,3218344,3218828
gene_8745,3218380,3218864
gene_8786,3218487,3218971
gene_8993,3218860,3219344
gene_9024,3218937,3219421
gene_9101,3219075,3219559
gene_9110,3219091,3219575
gene_9174,3219223,3219707
gene_9240,3219438,3219922
gene_9255,3219482,3219966
gene_9262,3219495,3219979
gene_9272,3219505,3219989
gene_9288,3219557,3220041
gene_9291,3219575,3220059
gene_9309,3219603,3220087
gene_9346,3219671,3220155
gene_9350,3219707,3220191
gene_9398,3219777,3220261
gene_9403,3219784,3220268
gene_9408,3219788,3220272
gene_9432,3219837,3220321
gene_9445,3219904,3220388
gene_9480,3220043,3220527
gene_9488,3220049,3220533
gene_9495,3220113,3220597
gene_9554,3220316,3220800
gene_9601,3220404,3220888
gene_10662,2132457,2132941
gene_10674,2133111,2133595
gene_10685,2134093,2134577
gene_10702,2134639,2135123
gene_10703,2134656,2135140
gene_10704,2134711,2135195
gene_10716,2134921,2135405
gene_10729,2135353,2135837
gene_10765,2137000,2137484
gene_10777,2137741,2138225
gene_10779,2137907,2138391
gene_10791,2138385,2138869
gene_10800,2138833,2139317
gene_10810,2138958,2139442
gene_10812,2139382,2139866
gene_10837,2140599,2141083
gene_10836,2140606,2141090
gene_10846,2141041,2141525
gene_10855,2141247,2141731
gene_10863,2141658,2142142
gene_10862,2141714,2142198
gene_10869,2142011,2142495
gene_10875,2142250,2142734
gene_10885,2142891,2143375
gene_10891,2143117,2143601
gene_10895,2143262,2143746
gene_10897,2143272,2143756
gene_10898,2143287,2143771
gene_10903,2143807,2144291
gene_10906,2143872,2144356
gene_10907,2143989,2144473
gene_10910,2144062,2144546
gene_10911,2144161,2144645
gene_10913,2144199,2144683
gene_10917,2144384,2144868
gene_10921,2144471,2144955
gene_10925,2144607,2145091
gene_10922,2144729,2145213
gene_10926,2144859,2145343
gene_10931,2145150,2145634
gene_10932,2145151,2145635
gene_10936,2145270,2145754
gene_10938,2145322,2145806
gene_10944,2145642,2146126
gene_10953,2145853,2146337
gene_10960,2146010,2146494
gene_10962,2146230,2146714
gene_10963,2146342,2146826
gene_10972,2146624,2147108
gene_10971,2146656,2147140
gene_10970,2146689,2147173
gene_10978,2146896,2147380
gene_10979,2147121,2147605
gene_10985,2147157,2147641
gene_10991,2147691,2148175
gene_10999,2147933,2148417
gene_11003,2148384,2148868
gene_11011,2148715,2149199
gene_11021,2149469,2149953
gene_11022,2149470,2149954
gene_11031,2150486,2150970
gene_11033,2150577,2151061
gene_11043,2150910,2151394
gene_11042,2150937,2151421
gene_11051,2151286,2151770
gene_11054,2151470,2151954
gene_11060,2151597,2152081
gene_11065,2151792,2152276
gene_11063,2151820,2152304
gene_11071,2152298,2152782
gene_11072,2152410,2152894
gene_11082,2152790,2153274
gene_11084,2152816,2153300
gene_11098,2153354,2153838
gene_11124,2154660,2155144
gene_11127,2154763,2155247
gene_11130,2154799,2155283
gene_11143,2155471,2155955
gene_11151,2155736,2156220
gene_11153,2155739,2156223
gene_11172,2156037,2156521
gene_11170,2156486,2156970
gene_11187,2157081,2157565
gene_11189,2157242,2157726
gene_11195,2157675,2158159
gene_11206,2158206,2158690
gene_11210,2158521,2159005
gene_11214,2158623,2159107
gene_11221,2158980,2159464
gene_11222,2159009,2159493
gene_11228,2159410,2159894
gene_11234,2159687,2160171
gene_11238,2159979,2160463
gene_11244,2160231,2160715
gene_11256,2161015,2161499
gene_11278,2161581,2162065
gene_11280,2161844,2162328
gene_11281,2161945,2162429
gene_11299,2162344,2162828
gene_11342,2164026,2164510
gene_11349,2164211,2164695
gene_11361,2164848,2165332
gene_11368,2165215,2165699
gene_11372,2165363,2165847
gene_11377,2165657,2166141
gene_11374,2165755,2166239
gene_11387,2166423,2166907
gene_11396,2166776,2167260
gene_11403,2167046,2167530
gene_11430,2167628,2168112
gene_11435,2168357,2168841
gene_11440,2168405,2168889
gene_11458,2169645,2170129
gene_11461,2169752,2170236
gene_11462,2169772,2170256
gene_11466,2169854,2170338
gene_11471,2170134,2170618
gene_11479,2170490,2170974
gene_11486,2170804,2171288
gene_11493,2171101,2171585
gene_11499,2171272,2171756
gene_11513,2171494,2171978
gene_11514,2171512,2171996
gene_11512,2171722,2172206
gene_11520,2172029,2172513
gene_11522,2172203,2172687
gene_11527,2172476,2172960
gene_11530,2172643,2173127
gene_11531,2172988,2173472
gene_11549,2173915,2174399
gene_11560,2175151,2175635
gene_11567,2175667,2176151
gene_11576,2176206,2176690
gene_11580,2176408,2176892
gene_11585,2176479,2176963
gene_11594,2176836,2177320
gene_11291,2854256,2854740
gene_11097,2868656,2869140
gene_10768,2875669,2876153
gene_10714,2879604,2880088
gene_10792,2903228,2903712
gene_10681,2903238,2903722
gene_11323,2903258,2903742
gene_11150,2903294,2903778
gene_11226,2903303,2903787
gene_11290,2903307,2903791
gene_11175,2903319,2903803
gene_10974,2903325,2903809
gene_11451,2903337,2903821
gene_11314,2903350,2903834
gene_11163,2903364,2903848
gene_10652,2903368,2903852
gene_11167,2903370,2903854
gene_10845,2903403,2903887
gene_11369,2903433,2903917
gene_10793,2903462,2903946
gene_11409,2903465,2903949
gene_10952,2903485,2903969
gene_11420,2903502,2903986
gene_11495,2903510,2903994
gene_10677,2903537,2904021
gene_11424,2903543,2904027
gene_10835,2903571,2904055
gene_10774,2903594,2904078
gene_10780,2903624,2904108
gene_10721,2903633,2904117
gene_11557,2903643,2904127
gene_10659,2903654,2904138
gene_11417,2903668,2904152
gene_11469,2903681,2904165
gene_11140,2903707,2904191
gene_11285,2903760,2904244
gene_10722,2903780,2904264
gene_11425,2903848,2904332
gene_10676,2903852,2904336
gene_11103,2903860,2904344
gene_10888,2903871,2904355
gene_11271,2903902,2904386
gene_10670,2903923,2904407
gene_11358,2903961,2904445
gene_10787,2903966,2904450
gene_10976,2903999,2904483
gene_11524,2904010,2904494
gene_11602,2904064,2904548
gene_11418,2904080,2904564
gene_10975,2904135,2904619
gene_11095,2904144,2904628
gene_11251,2904164,2904648
gene_11292,2904176,2904660
gene_11253,2904179,2904663
gene_10852,2904242,2904726
gene_10726,2904248,2904732
gene_11577,2904255,2904739
gene_11316,2904339,2904823
gene_11233,2904366,2904850
gene_11445,2904408,2904892
gene_10990,2904410,2904894
gene_10742,2904430,2904914
gene_11180,2904449,2904933
gene_10790,2904453,2904937
gene_11144,2904459,2904943
gene_11419,2904460,2904944
gene_10935,2904602,2905086
gene_11099,2904610,2905094
gene_11041,2904635,2905119
gene_11081,2904656,2905140
gene_10678,2904710,2905194
gene_11231,2904749,2905233
gene_10654,2904781,2905265
gene_10818,2904803,2905287
gene_11393,2904833,2905317
gene_11211,2904836,2905320
gene_10683,2904849,2905333
gene_11446,2904865,2905349
gene_11239,2904875,2905359
gene_11207,2904886,2905370
gene_10829,2904907,2905391
gene_10934,2904977,2905461
gene_10694,2928367,2928851
gene_10754,2928480,2928964
gene_10795,2928570,2929054
gene_10804,2928587,2929071
gene_10876,2928697,2929181
gene_10968,2928841,2929325
gene_11023,2928949,2929433
gene_11087,2929075,2929559
gene_11117,2929140,2929624
gene_11132,2929167,2929651
gene_11303,2929419,2929903
gene_11326,2929460,2929944
gene_11367,2929532,2930016
gene_11552,2929816,2930300
gene_10655,2952770,2953254
gene_10733,2952924,2953408
gene_10757,2952980,2953464
gene_10964,2953324,2953808
gene_10981,2953357,2953841
gene_11035,2953457,2953941
gene_11237,2953824,2954308
gene_11242,2953827,2954311
gene_11287,2953886,2954370
gene_11325,2953939,2954423
gene_11335,2953956,2954440
gene_11397,2954059,2954543
gene_11437,2954088,2954572
gene_11467,2954130,2954614
gene_11490,2954155,2954639
gene_11494,2954165,2954649
gene_11500,2954183,2954667
gene_11502,2954188,2954672
gene_11521,2954219,2954703
gene_11583,2954360,2954844
gene_11595,2954384,2954868
gene_10653,2964828,2965312
gene_10827,2964948,2965432
gene_10830,2964951,2965435
gene_10883,2964987,2965471
gene_11101,2965131,2965615
gene_11145,2965158,2965642
gene_11152,2965161,2965645
gene_11240,2965221,2965705
gene_11354,2965292,2965776
gene_11371,2965302,2965786
gene_11574,2965426,2965910
gene_10649,3098982,3099466
gene_10650,3098997,3099481
gene_10651,3099009,3099493
gene_10656,3099023,3099507
gene_10657,3099045,3099529
gene_10658,3099057,3099541
gene_10660,3099086,3099570
gene_10661,3099091,3099575
gene_10663,3099118,3099602
gene_10664,3099134,3099618
gene_10665,3099147,3099631
gene_10666,3099176,3099660
gene_10667,3099190,3099674
gene_10668,3099203,3099687
gene_10671,3099263,3099747
gene_10672,3099269,3099753
gene_10673,3099280,3099764
gene_10680,3099307,3099791
gene_10686,3099422,3099906
gene_10687,3099427,3099911
gene_10688,3099431,3099915
gene_10690,3099473,3099957
gene_10691,3099482,3099966
gene_10692,3099487,3099971
gene_10693,3099498,3099982
gene_10695,3099517,3100001
gene_10696,3099524,3100008
gene_10697,3099528,3100012
gene_10698,3099546,3100030
gene_10701,3099564,3100048
gene_10705,3099584,3100068
gene_10706,3099593,3100077
gene_10707,3099604,3100088
gene_10708,3099620,3100104
gene_10709,3099628,3100112
gene_10710,3099642,3100126
gene_10711,3099647,3100131
gene_10715,3099654,3100138
gene_10717,3099667,3100151
gene_10718,3099678,3100162
gene_10720,3099712,3100196
gene_10724,3099743,3100227
gene_10725,3099756,3100240
gene_10727,3099767,3100251
gene_10728,3099791,3100275
gene_10730,3099816,3100300
gene_10731,3099827,3100311
gene_10732,3099846,3100330
gene_10734,3099881,3100365
gene_10735,3099900,3100384
gene_10736,3099913,3100397
gene_10738,3099927,3100411
gene_10739,3099935,3100419
gene_10740,3099943,3100427
gene_10741,3099964,3100448
gene_10744,3099982,3100466
gene_10745,3099993,3100477
gene_10746,3100009,3100493
gene_10748,3100029,3100513
gene_10749,3100035,3100519
gene_10750,3100054,3100538
gene_10751,3100071,3100555
gene_10752,3100099,3100583
gene_10753,3100127,3100611
gene_10755,3100149,3100633
gene_10756,3100167,3100651
gene_10758,3100181,3100665
gene_10759,3100209,3100693
gene_10760,3100228,3100712
gene_10761,3100234,3100718
gene_10762,3100236,3100720
gene_10763,3100244,3100728
gene_10764,3100252,3100736
gene_10766,3100263,3100747
gene_10769,3100271,3100755
gene_10770,3100277,3100761
gene_10771,3100288,3100772
gene_10772,3100300,3100784
gene_10773,3100329,3100813
gene_10775,3100397,3100881
gene_10776,3100415,3100899
gene_10778,3100436,3100920
gene_10781,3100490,3100974
gene_10783,3100495,3100979
gene_10784,3100504,3100988
gene_10785,3100518,3101002
gene_10786,3100523,3101007
gene_10788,3100526,3101010
gene_10789,3100533,3101017
gene_10794,3100575,3101059
gene_10796,3100598,3101082
gene_10797,3100605,3101089
gene_10798,3100608,3101092
gene_10799,3100620,3101104
gene_10801,3100642,3101126
gene_10802,3100647,3101131
gene_10803,3100649,3101133
gene_10805,3100658,3101142
gene_10806,3100666,3101150
gene_10809,3100693,3101177
gene_10811,3100752,3101236
gene_10813,3100817,3101301
gene_10815,3100824,3101308
gene_10817,3100852,3101336
gene_10819,3100872,3101356
gene_10820,3100886,3101370
gene_10821,3100904,3101388
gene_10822,3100923,3101407
gene_10823,3100953,3101437
gene_10828,3100987,3101471
gene_10831,3101014,3101498
gene_10833,3101035,3101519
gene_10838,3101057,3101541
gene_10840,3101084,3101568
gene_10841,3101091,3101575
gene_10842,3101128,3101612
gene_10843,3101144,3101628
gene_10844,3101170,3101654
gene_10847,3101180,3101664
gene_10848,3101187,3101671
gene_10849,3101193,3101677
gene_10850,3101223,3101707
gene_10853,3101233,3101717
gene_10857,3101250,3101734
gene_10858,3101259,3101743
gene_10860,3101283,3101767
gene_10861,3101303,3101787
gene_10865,3101315,3101799
gene_10866,3101324,3101808
gene_10867,3101349,3101833
gene_10868,3101360,3101844
gene_10870,3101372,3101856
gene_10871,3101407,3101891
gene_10872,3101433,3101917
gene_10873,3101455,3101939
gene_10874,3101459,3101943
gene_10877,3101476,3101960
gene_10878,3101500,3101984
gene_10879,3101523,3102007
gene_10880,3101528,3102012
gene_10881,3101534,3102018
gene_10882,3101540,3102024
gene_10884,3101565,3102049
gene_10887,3101586,3102070
gene_10889,3101601,3102085
gene_10890,3101613,3102097
gene_10893,3101632,3102116
gene_10894,3101640,3102124
gene_10899,3101715,3102199
gene_10900,3101725,3102209
gene_10902,3101751,3102235
gene_10904,3101819,3102303
gene_10905,3101869,3102353
gene_10908,3101923,3102407
gene_10909,3101974,3102458
gene_10912,3102029,3102513
gene_10914,3102138,3102622
gene_10915,3102166,3102650
gene_10918,3102236,3102720
gene_10919,3102263,3102747
gene_10920,3102342,3102826
gene_10923,3102443,3102927
gene_10924,3102472,3102956
gene_10927,3102559,3103043
gene_10928,3102601,3103085
gene_10929,3102660,3103144
gene_10930,3102694,3103178
gene_10933,3102725,3103209
gene_10937,3102754,3103238
gene_10942,3102770,3103254
gene_10943,3102778,3103262
gene_10945,3102787,3103271
gene_10947,3102794,3103278
gene_10948,3102796,3103280
gene_10949,3102802,3103286
gene_10950,3102817,3103301
gene_10951,3102824,3103308
gene_10956,3102869,3103353
gene_10957,3102876,3103360
gene_10958,3102902,3103386
gene_10959,3102913,3103397
gene_10965,3102955,3103439
gene_10967,3102977,3103461
gene_10973,3103040,3103524
gene_10977,3103056,3103540
gene_10980,3103084,3103568
gene_10982,3103107,3103591
gene_10984,3103150,3103634
gene_10986,3103189,3103673
gene_10987,3103198,3103682
gene_10988,3103203,3103687
gene_10989,3103216,3103700
gene_10992,3103240,3103724
gene_10995,3103253,3103737
gene_10996,3103262,3103746
gene_10997,3103275,3103759
gene_10998,3103287,3103771
gene_11000,3103299,3103783
gene_11001,3103303,3103787
gene_11002,3103332,3103816
gene_11004,3103390,3103874
gene_11005,3103410,3103894
gene_11006,3103442,3103926
gene_11007,3103456,3103940
gene_11008,3103470,3103954
gene_11010,3103480,3103964
gene_11012,3103492,3103976
gene_11014,3103539,3104023
gene_11015,3103543,3104027
gene_11016,3103565,3104049
gene_11017,3103572,3104056
gene_11018,3103590,3104074
gene_11020,3103613,3104097
gene_11024,3103649,3104133
gene_11025,3103675,3104159
gene_11027,3103791,3104275
gene_11028,3103795,3104279
gene_11029,3103804,3104288
gene_11032,3103870,3104354
gene_11034,3103925,3104409
gene_11037,3103948,3104432
gene_11038,3103975,3104459
gene_11039,3103992,3104476
gene_11040,3103996,3104480
gene_11044,3104045,3104529
gene_11045,3104059,3104543
gene_11046,3104073,3104557
gene_11047,3104112,3104596
gene_11048,3104118,3104602
gene_11049,3104153,3104637
gene_11050,3104170,3104654
gene_11052,3104187,3104671
gene_11056,3104248,3104732
gene_11057,3104266,3104750
gene_11061,3104313,3104797
gene_11062,3104328,3104812
gene_11064,3104357,3104841
gene_11066,3104372,3104856
gene_11067,3104373,3104857
gene_11068,3104384,3104868
gene_11069,3104388,3104872
gene_11073,3104415,3104899
gene_11074,3104417,3104901
gene_11075,3104424,3104908
gene_11076,3104437,3104921
gene_11078,3104468,3104952
gene_11079,3104481,3104965
gene_11080,3104489,3104973
gene_11083,3104503,3104987
gene_11086,3104534,3105018
gene_11088,3104546,3105030
gene_11091,3104573,3105057
gene_11092,3104584,3105068
gene_11094,3104591,3105075
gene_11102,3104677,3105161
gene_11104,3104694,3105178
gene_11105,3104705,3105189
gene_11106,3104711,3105195
gene_11108,3104750,3105234
gene_11109,3104763,3105247
gene_11110,3104774,3105258
gene_11112,3104780,3105264
gene_11114,3104785,3105269
gene_11115,3104802,3105286
gene_11116,3104803,3105287
gene_11118,3104818,3105302
gene_11119,3104831,3105315
gene_11120,3104832,3105316
gene_11121,3104837,3105321
gene_11123,3104845,3105329
gene_11129,3104884,3105368
gene_11131,3104943,3105427
gene_11133,3104956,3105440
gene_11134,3104968,3105452
gene_11135,3104972,3105456
gene_11136,3104993,3105477
gene_11137,3105021,3105505
gene_11138,3105034,3105518
gene_11146,3105086,3105570
gene_11147,3105094,3105578
gene_11148,3105096,3105580
gene_11149,3105106,3105590
gene_11156,3105131,3105615
gene_11157,3105160,3105644
gene_11158,3105165,3105649
gene_11164,3105212,3105696
gene_11165,3105230,3105714
gene_11166,3105235,3105719
gene_11168,3105255,3105739
gene_11169,3105267,3105751
gene_11171,3105281,3105765
gene_11173,3105292,3105776
gene_11174,3105299,3105783
gene_11177,3105321,3105805
gene_11178,3105337,3105821
gene_11183,3105363,3105847
gene_11184,3105380,3105864
gene_11190,3105434,3105918
gene_11191,3105467,3105951
gene_11192,3105495,3105979
gene_11193,3105516,3106000
gene_11194,3105570,3106054
gene_11196,3105640,3106124
gene_11197,3105651,3106135
gene_11198,3105662,3106146
gene_11199,3105678,3106162
gene_11200,3105687,3106171
gene_11202,3105705,3106189
gene_11203,3105706,3106190
gene_11204,3105715,3106199
gene_11205,3105725,3106209
gene_11208,3105758,3106242
gene_11209,3105770,3106254
gene_11212,3105782,3106266
gene_11213,3105795,3106279
gene_11215,3105829,3106313
gene_11216,3105836,3106320
gene_11217,3105851,3106335
gene_11218,3105859,3106343
gene_11219,3105881,3106365
gene_11220,3105884,3106368
gene_11224,3105921,3106405
gene_11225,3105927,3106411
gene_11227,3105943,3106427
gene_11229,3105957,3106441
gene_11230,3105965,3106449
gene_11232,3105980,3106464
gene_11235,3106070,3106554
gene_11236,3106081,3106565
gene_11241,3106137,3106621
gene_11246,3106278,3106762
gene_11248,3106285,3106769
gene_11254,3106304,3106788
gene_11257,3106333,3106817
gene_11258,3106359,3106843
gene_11259,3106388,3106872
gene_11260,3106393,3106877
gene_11261,3106418,3106902
gene_11262,3106428,3106912
gene_11263,3106434,3106918
gene_11266,3106453,3106937
gene_11273,3106492,3106976
gene_11275,3106497,3106981
gene_11276,3106508,3106992
gene_11277,3106533,3107017
gene_11279,3106545,3107029
gene_11282,3106573,3107057
gene_11283,3106584,3107068
gene_11284,3106589,3107073
gene_11295,3106625,3107109
gene_11297,3106634,3107118
gene_11300,3106652,3107136
gene_11301,3106671,3107155
gene_11302,3106685,3107169
gene_11304,3106699,3107183
gene_11306,3106706,3107190
gene_11312,3106724,3107208
gene_11313,3106750,3107234
gene_11317,3106773,3107257
gene_11318,3106779,3107263
gene_11319,3106786,3107270
gene_11321,3106794,3107278
gene_11322,3106807,3107291
gene_11327,3106851,3107335
gene_11329,3106858,3107342
gene_11330,3106883,3107367
gene_11331,3106906,3107390
gene_11332,3106922,3107406
gene_11333,3106931,3107415
gene_11334,3106934,3107418
gene_11336,3106939,3107423
gene_11337,3106944,3107428
gene_11338,3106955,3107439
gene_11339,3106960,3107444
gene_11340,3106976,3107460
gene_11341,3106981,3107465
gene_11343,3106990,3107474
gene_11344,3106999,3107483
gene_11345,3107002,3107486
gene_11347,3107010,3107494
gene_11348,3107024,3107508
gene_11351,3107053,3107537
gene_11352,3107060,3107544
gene_11353,3107083,3107567
gene_11355,3107112,3107596
gene_11356,3107123,3107607
gene_11357,3107133,3107617
gene_11359,3107151,3107635
gene_11360,3107162,3107646
gene_11362,3107166,3107650
gene_11363,3107169,3107653
gene_11364,3107182,3107666
gene_11365,3107217,3107701
gene_11370,3107288,3107772
gene_11373,3107334,3107818
gene_11375,3107337,3107821
gene_11376,3107338,3107822
gene_11378,3107349,3107833
gene_11379,3107354,3107838
gene_11380,3107364,3107848
gene_11381,3107387,3107871
gene_11382,3107406,3107890
gene_11383,3107416,3107900
gene_11384,3107423,3107907
gene_11385,3107443,3107927
gene_11386,3107456,3107940
gene_11388,3107467,3107951
gene_11389,3107474,3107958
gene_11390,3107478,3107962
gene_11391,3107484,3107968
gene_11392,3107497,3107981
gene_11394,3107523,3108007
gene_11395,3107537,3108021
gene_11398,3107572,3108056
gene_11400,3107580,3108064
gene_11401,3107583,3108067
gene_11402,3107598,3108082
gene_11405,3107631,3108115
gene_11406,3107647,3108131
gene_11407,3107650,3108134
gene_11408,3107672,3108156
gene_11410,3107689,3108173
gene_11411,3107719,3108203
gene_11412,3107778,3108262
gene_11413,3107791,3108275
gene_11414,3107832,3108316
gene_11427,3107880,3108364
gene_11428,3107882,3108366
gene_11431,3107896,3108380
gene_11433,3107900,3108384
gene_11434,3107901,3108385
gene_11439,3107931,3108415
gene_11441,3107984,3108468
gene_11442,3107992,3108476
gene_11443,3108000,3108484
gene_11444,3108019,3108503
gene_11447,3108035,3108519
gene_11448,3108041,3108525
gene_11449,3108054,3108538
gene_11450,3108072,3108556
gene_11452,3108085,3108569
gene_11453,3108097,3108581
gene_11454,3108112,3108596
gene_11455,3108118,3108602
gene_11459,3108151,3108635
gene_11463,3108172,3108656
gene_11464,3108197,3108681
gene_11465,3108209,3108693
gene_11468,3108227,3108711
gene_11474,3108282,3108766
gene_11475,3108287,3108771
gene_11476,3108300,3108784
gene_11478,3108316,3108800
gene_11480,3108319,3108803
gene_11481,3108334,3108818
gene_11482,3108340,3108824
gene_11484,3108356,3108840
gene_11485,3108363,3108847
gene_11488,3108386,3108870
gene_11491,3108407,3108891
gene_11492,3108415,3108899
gene_11496,3108444,3108928
gene_11497,3108447,3108931
gene_11498,3108459,3108943
gene_11501,3108476,3108960
gene_11503,3108485,3108969
gene_11504,3108495,3108979
gene_11505,3108505,3108989
gene_11507,3108515,3108999
gene_11509,3108520,3109004
gene_11510,3108526,3109010
gene_11511,3108534,3109018
gene_11515,3108555,3109039
gene_11517,3108582,3109066
gene_11519,3108598,3109082
gene_11523,3108642,3109126
gene_11525,3108662,3109146
gene_11528,3108688,3109172
gene_11529,3108692,3109176
gene_11532,3108743,3109227
gene_11533,3108767,3109251
gene_11534,3108780,3109264
gene_11535,3108794,3109278
gene_11536,3108851,3109335
gene_11537,3108858,3109342
gene_11538,3108871,3109355
gene_11539,3108893,3109377
gene_11540,3108917,3109401
gene_11542,3108938,3109422
gene_11543,3108949,3109433
gene_11545,3108964,3109448
gene_11547,3108972,3109456
gene_11548,3108991,3109475
gene_11550,3109024,3109508
gene_11553,3109107,3109591
gene_11554,3109142,3109626
gene_11555,3109164,3109648
gene_11556,3109193,3109677
gene_11559,3109216,3109700
gene_11561,3109235,3109719
gene_11562,3109247,3109731
gene_11563,3109256,3109740
gene_11564,3109271,3109755
gene_11565,3109284,3109768
gene_11566,3109292,3109776
gene_11568,3109315,3109799
gene_11569,3109351,3109835
gene_11571,3109364,3109848
gene_11572,3109461,3109945
gene_11573,3109478,3109962
gene_11575,3109493,3109977
gene_11578,3109523,3110007
gene_11579,3109529,3110013
gene_11581,3109548,3110032
gene_11587,3109581,3110065
gene_11589,3109595,3110079
gene_11590,3109604,3110088
gene_11591,3109622,3110106
gene_11593,3109634,3110118
gene_11596,3109660,3110144
gene_11597,3109677,3110161
gene_11598,3109679,3110163
gene_11599,3109692,3110176
gene_11600,3109696,3110180
gene_11601,3109714,3110198
gene_11604,3109754,3110238
gene_11605,3109768,3110252
gene_11606,3109769,3110253
gene_10669,3143999,3144483
gene_10675,3144026,3144510
gene_10743,3144086,3144570
gene_10824,3144153,3144637
gene_10892,3144219,3144703
gene_10946,3144264,3144748
gene_10954,3144271,3144755
gene_10966,3144279,3144763
gene_10969,3144282,3144766
gene_11009,3144324,3144808
gene_11019,3144332,3144816
gene_11059,3144361,3144845
gene_11161,3144436,3144920
gene_11162,3144437,3144921
gene_11179,3144447,3144931
gene_11181,3144449,3144933
gene_11186,3144459,3144943
gene_11188,3144461,3144945
gene_11201,3144474,3144958
gene_11223,3144491,3144975
gene_11247,3144507,3144991
gene_11249,3144513,3144997
gene_11255,3144519,3145003
gene_11264,3144526,3145010
gene_11274,3144535,3145019
gene_11298,3144572,3145056
gene_11305,3144579,3145063
gene_11310,3144582,3145066
gene_11315,3144586,3145070
gene_11404,3144641,3145125
gene_11415,3144652,3145136
gene_11416,3144653,3145137
gene_11423,3144657,3145141
gene_11429,3144662,3145146
gene_11472,3144687,3145171
gene_11558,3144762,3145246
gene_10851,3155204,3155688
gene_10941,3155271,3155755
gene_11085,3155376,3155860
gene_11159,3155423,3155907
gene_11250,3155483,3155967
gene_11309,3155519,3156003
gene_11426,3155593,3156077
gene_11457,3155612,3156096
gene_11460,3155614,3156098
gene_11489,3155628,3156112
gene_11506,3155644,3156128
gene_10679,3164695,3165179
gene_10682,3164698,3165182
gene_10689,3164703,3165187
gene_10699,3164711,3165195
gene_10712,3164718,3165202
gene_10713,3164719,3165203
gene_10719,3164722,3165206
gene_10737,3164751,3165235
gene_10807,3164794,3165278
gene_10808,3164795,3165279
gene_10826,3164810,3165294
gene_10834,3164816,3165300
gene_10940,3164883,3165367
gene_10961,3164896,3165380
gene_11058,3164966,3165450
gene_11089,3164991,3165475
gene_11093,3164995,3165479
gene_11096,3164997,3165481
gene_11100,3164998,3165482
gene_11107,3165003,3165487
gene_11111,3165007,3165491
gene_11113,3165009,3165493
gene_11122,3165014,3165498
gene_11128,3165017,3165501
gene_11139,3165030,3165514
gene_11142,3165032,3165516
gene_11155,3165038,3165522
gene_11160,3165043,3165527
gene_11182,3165060,3165544
gene_11185,3165063,3165547
gene_11243,3165105,3165589
gene_11265,3165117,3165601
gene_11267,3165119,3165603
gene_11268,3165120,3165604
gene_11269,3165121,3165605
gene_11272,3165125,3165609
gene_11286,3165138,3165622
gene_11289,3165140,3165624
gene_11294,3165142,3165626
gene_11296,3165143,3165627
gene_11307,3165154,3165638
gene_11311,3165156,3165640
gene_11320,3165163,3165647
gene_11324,3165167,3165651
gene_11346,3165178,3165662
gene_11421,3165221,3165705
gene_11422,3165222,3165706
gene_11432,3165227,3165711
gene_11438,3165230,3165714
gene_11470,3165246,3165730
gene_11508,3165269,3165753
gene_11526,3165282,3165766
gene_11541,3165297,3165781
gene_11592,3165344,3165828
gene_11603,3165355,3165839
gene_10700,3173677,3174161
gene_10886,3173800,3174284
gene_11053,3173910,3174394
gene_11070,3173921,3174405
gene_11125,3173952,3174436
gene_11473,3174138,3174622
gene_11588,3174220,3174704
gene_10747,3182468,3182952
gene_10814,3182519,3183003
gene_10816,3182521,3183005
gene_10955,3182603,3183087
gene_11308,3182839,3183323
gene_11366,3182876,3183360
gene_11436,3182904,3183388
gene_11544,3182974,3183458
gene_11546,3182976,3183460
gene_11586,3183011,3183495
gene_10723,3220757,3221241
gene_10767,3220858,3221342
gene_10825,3221059,3221543
gene_10839,3221091,3221575
gene_10854,3221130,3221614
gene_10856,3221131,3221615
gene_10896,3221269,3221753
gene_10901,3221281,3221765
gene_10939,3221463,3221947
gene_10993,3221575,3222059
gene_10994,3221577,3222061
gene_11013,3221645,3222129
gene_11036,3221722,3222206
gene_11055,3221774,3222258
gene_11090,3221868,3222352
gene_11176,3222051,3222535
gene_11252,3222258,3222742
gene_11270,3222288,3222772
gene_11288,3222330,3222814
gene_11483,3222649,3223133
gene_11487,3222691,3223175
gene_11516,3222750,3223234
gene_11551,3222822,3223306
gene_11584,3222941,3223425
gene_11607,3223003,3223487
gene_12557,2178218,2178702
gene_12569,2178764,2179248
gene_12583,2179068,2179552
gene_12586,2179244,2179728
gene_12602,2179755,2180239
gene_12603,2179764,2180248
gene_12601,2179770,2180254
gene_12614,2180334,2180818
gene_12631,2180791,2181275
gene_12657,2182875,2183359
gene_12659,2183190,2183674
gene_12665,2183526,2184010
gene_12677,2184594,2185078
gene_12676,2184603,2185087
gene_12679,2184710,2185194
gene_12693,2185608,2186092
gene_12695,2185717,2186201
gene_12717,2186669,2187153
gene_12719,2186809,2187293
gene_12731,2187466,2187950
gene_12729,2187510,2187994
gene_12740,2188251,2188735
gene_12737,2188637,2189121
